catalog_number|catalog_plate|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_eclipse|lunation_number|saros_number|delta_Ts|QLE|gamma|sun_altitude|sun_azimuth|duration_central|path_width|year_BC|upper|lower|my_50|intensity_category|page|gif
79|004|-1966|3|11|3|42|14|-18.7|-38.7|T|1.0719|-49051|8|45645|n-|-0.1456|82|344|6.233|236|Mar 11, 1967 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1966-03-11.gif
80|004|-1966|9|3|4|35|18|18.5|123.3|A|0.9390|-49045|13|45633|nn|0.0794|85|194|7.683|227|Sep 03, 1967 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1966-09-03.gif
81|005|-1965|2|28|7|33|1|-71.9|125.0|T|1.0279|-49039|18|45621|p-|-0.8890|27|312|1.733|208|Feb 28, 1966 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1965-02-28.gif
82|005|-1965|8|23|9|25|13|67.9|73.2|A|0.9831|-49033|23|45610|p-|0.7919|37|209|1.233|98|Aug 23, 1966 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1965-08-23.gif
83|005|-1964|1|19|3|11|49|66.7|145.4|P|0.6686|-49028|-10|45600|-t|1.1713|0|180|||Jan 19, 1965 BC|-1999|-1900|-2000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1964-01-19.gif
84|005|-1964|7|14|1|14|53|-65.8|0.1|P|0.7821|-49022|-5|45588|-t|-1.1238|0|351|||Jul 14, 1965 BC|-1999|-1900|-2000|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1964-07-14.gif
85|005|-1964|8|12|9|35|44|68.5|25.2|P|0.1540|-49021|33|45586|t-|1.4540|0|340|||Aug 12, 1965 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1964-08-12.gif
86|005|-1963|1|7|3|19|18|5.4|144.8|A|0.9215|-49016|0|45577|-p|0.4901|61|185|11.433|340|Jan 07, 1964 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1963-01-07.gif
87|005|-1963|7|3|6|12|59|-0.1|98.3|T|1.0646|-49010|5|45565|-p|-0.4077|66|352|6.2|231|Jul 03, 1964 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1963-07-03.gif
88|005|-1963|12|27|3|54|4|-35.9|129.6|A|0.9464|-49004|10|45553|n-|-0.2134|77|11|5.9|202|Dec 27, 1964 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1963-12-27.gif
89|005|-1962|6|23|8|20|59|43.0|-124.2|T|1.0193|-48998|15|45541|n-|0.3533|69|164|1.683|71|Jun 23, 1963 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1962-06-23.gif
90|005|-1962|12|16|11|3|15|-76.3|-47.3|A|0.9893|-48992|20|45530|p-|-0.8949|26|77|0.65|85|Dec 16, 1963 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1962-12-16.gif
91|005|-1961|6|12|3|51|46|63.1|-10.3|P|0.6797|-48986|25|45518|t-|1.1676|0|38|||Jun 12, 1962 BC|-1999|-1900|-2000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1961-06-12.gif
92|005|-1961|11|7|1|46|11|61.1|50.2|P|0.6910|-48981|-8|45508|-t|1.1690|0|247|||Nov 07, 1962 BC|-1999|-1900|-2000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1961-11-07.gif
93|005|-1961|12|6|12|31|33|-62.9|44.7|P|0.0428|-48980|30|45506|t-|-1.5144|0|139|||Dec 06, 1962 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1961-12-06.gif
94|005|-1960|5|2|2|39|40|-45.2|4.7|A|0.9479|-48975|-3|45497|-p|-0.8919|27|319|4.817|410|May 02, 1961 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1960-05-02.gif
95|005|-1960|10|26|4|45|10|21.0|132.2|T|1.0175|-48969|2|45485|-p|0.5271|58|210|1.517|70|Oct 26, 1961 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1960-10-26.gif
96|005|-1959|4|21|7|7|29|0.6|-94.7|A|0.9977|-48963|7|45473|nn|-0.0923|85|331|0.233|8|Apr 21, 1960 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1959-04-21.gif
97|005|-1959|10|16|3|1|44|-11.1|-42|A|0.9665|-48957|12|45462|nn|-0.1688|80|30|3.383|122|Oct 16, 1960 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1959-10-16.gif
98|005|-1958|4|10|6|45|52|37.0|64.7|T|1.0468|-48951|17|45450|p-|0.6719|48|142|3.533|206|Apr 10, 1959 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1958-04-10.gif
99|005|-1958|10|5|6|2|20|-49.8|-124.6|A|0.9183|-48945|22|45438|p-|-0.8914|27|49|7.267|664|Oct 05, 1959 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1958-10-05.gif
100|005|-1957|3|2|3|43|57|-61.4|74.5|P|0.7169|-48940|-11|45428|-t|-1.1573|0|240|||Mar 02, 1958 BC|-1999|-1900|-2000|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1957-03-02.gif
101|006|-1957|3|31|11|10|33|60.7|119.5|P|0.2986|-48939|27|45426|t-|1.3744|0|96|||Mar 31, 1958 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1957-03-31.gif
102|006|-1957|8|25|12|12|43|62.0|-48.2|P|0.2884|-48934|-6|45417|-t|1.3938|0|308|||Aug 25, 1958 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1957-08-25.gif
103|006|-1957|9|24|5|12|58|-60.7|-147.1|Pb|0.0061|-48933|32|45415|t-|-1.5660|0|77|||Sep 24, 1958 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1957-09-24.gif
104|006|-1956|2|19|6|25|24|-42.2|111.9|T|1.0176|-48928|-1|45405|-p|-0.4649|62|330|1.417|68|Feb 19, 1957 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1956-02-19.gif
105|006|-1956|8|13|7|17|10|54.4|100.8|H|1.0054|-48922|4|45393|-p|0.6100|52|212|0.417|23|Aug 13, 1957 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1956-08-13.gif
106|006|-1955|2|8|2|47|50|-4.4|-33.4|A|0.9608|-48916|9|45382|nn|0.2811|74|162|4.683|148|Feb 08, 1956 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1955-02-08.gif
107|006|-1955|8|3|9|8|54|14.5|-130.1|T|1.0589|-48910|14|45370|n-|-0.1359|82|15|5.367|196|Aug 03, 1956 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1955-08-03.gif
108|006|-1954|1|28|4|9|29|63.4|-84.9|A+|0.9207|-48904|19|45358|t-|1.0192|0|147||-|Jan 28, 1955 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1954-01-28.gif
109|006|-1954|7|24|1|54|42|-34.1|-31.5|T|1.0580|-48898|24|45347|p-|-0.8494|32|12|4.85|361|Jul 24, 1955 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1954-07-24.gif
110|006|-1954|12|18|11|52|50|-67.3|17.7|P|0.5318|-48893|-9|45337|-t|-1.2518|0|173|||Dec 18, 1955 BC|-1999|-1900|-2000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1954-12-18.gif
111|006|-1953|6|14|6|46|26|68.0|99.1|P|0.9489|-48887|-4|45325|-t|1.0223|0|13|||Jun 14, 1954 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1953-06-14.gif
112|006|-1953|12|7|9|3|10|-50.8|46.4|H|1.0107|-48881|1|45314|-n|-0.5050|59|10|0.867|43|Dec 07, 1954 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1953-12-07.gif
113|006|-1952|6|2|12|18|3|34.9|178.5|A|0.9595|-48875|6|45302|np|0.2734|74|170|4.567|153|Jun 02, 1953 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1952-06-02.gif
114|006|-1952|11|26|11|34|24|-7.7|-164.7|T|1.0452|-48869|11|45290|n-|0.1792|80|190|4.3|153|Nov 26, 1953 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1952-11-26.gif
115|006|-1951|5|22|1|2|16|-13.1|176.9|A|0.9502|-48863|16|45279|p-|-0.4945|60|348|6.567|209|May 22, 1952 BC|-1999|-1900|-2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1951-05-22.gif
116|006|-1951|11|16|3|0|41|42.4|-22.8|T|1.0211|-48857|21|45267|p-|0.8520|31|198|1.733|137|Nov 16, 1952 BC|-1999|-1900|-2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1951-11-16.gif
117|006|-1950|4|12|5|14|40|71.5|-164|P|0.1642|-48852|-12|45257|-t|1.4542|0|85|||Apr 12, 1951 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1950-04-12.gif
118|006|-1950|5|11|4|12|21|-70.6|174.6|P|0.5621|-48851|26|45255|t-|-1.2352|0|311|||May 11, 1951 BC|-1999|-1900|-2000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1950-05-11.gif
119|006|-1950|10|6|11|18|1|-71.7|-67.9|P|0.4387|-48846|-7|45246|-t|-1.3058|0|86|||Oct 06, 1951 BC|-1999|-1900|-2000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1950-10-06.gif
120|006|-1949|4|1|6|33|43|36.0|77.8|T|1.0576|-48840|-2|45234|-p|0.6496|49|157|4.65|248|Apr 01, 1950 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1949-04-01.gif
121|007|-1949|9|26|12|37|49|-32.8|-14.4|A|0.9197|-48834|3|45222|-p|-0.6477|49|21|9.417|394|Sep 26, 1950 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1949-09-26.gif
122|007|-1948|3|21|11|25|32|-11.4|-158.1|T|1.0742|-48828|8|45211|nn|-0.0878|85|343|6.517|242|Mar 21, 1949 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1948-03-21.gif
123|007|-1948|9|14|12|12|27|13.1|6.6|A|0.9380|-48822|13|45199|nn|0.0521|87|196|7.833|231|Sep 14, 1949 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1948-09-14.gif
124|007|-1947|3|11|3|11|51|-63.3|-4.3|T|1.0294|-48816|18|45187|p-|-0.8390|33|323|1.983|183|Mar 11, 1948 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1947-03-11.gif
125|007|-1947|9|3|5|17|59|61.0|-48.4|A|0.9839|-48810|23|45176|p-|0.7585|40|209|1.25|88|Sep 03, 1948 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1947-09-03.gif
126|007|-1946|1|29|10|46|25|67.8|18.9|P|0.6110|-48805|-10|45166|-t|1.2051|0|169|||Jan 29, 1947 BC|-1999|-1900|-1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1946-01-29.gif
127|007|-1946|7|25|9|1|49|-66.8|-129.1|P|0.6819|-48799|-5|45154|-t|-1.1756|0|1|||Jul 25, 1947 BC|-1999|-1900|-1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1946-07-25.gif
128|007|-1946|8|23|5|40|35|69.4|-109.9|P|0.2262|-48798|33|45153|t-|1.4157|0|328|||Aug 23, 1947 BC|-1999|-1900|-1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1946-08-23.gif
129|007|-1945|1|18|10|51|51|7.8|28.7|A|0.9243|-48793|0|45143|-p|0.5161|59|180|10.967|333|Jan 18, 1946 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1945-01-18.gif
130|007|-1945|7|15|1|49|25|-4.1|-18.5|T|1.0593|-48787|5|45131|-p|-0.4692|62|356|5.8|221|Jul 15, 1946 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1945-07-15.gif
131|007|-1944|1|7|11|51|29|-35.5|11.1|A|0.9514|-48781|10|45120|n-|-0.1977|78|6|5.4|182|Jan 07, 1945 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1944-01-07.gif
132|007|-1944|7|3|3|30|5|40.3|130.4|H|1.0139|-48775|15|45108|n-|0.2846|73|170|1.267|50|Jul 03, 1945 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1944-07-03.gif
133|007|-1944|12|27|7|31|39|-80.4|-169|A|0.9946|-48769|20|45096|p-|-0.8854|27|69|0.333|41|Dec 27, 1945 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1944-12-27.gif
134|007|-1943|6|22|10|27|6|63.9|-120.4|P|0.8113|-48763|25|45085|t-|1.0914|0|28|||Jun 22, 1944 BC|-1999|-1900|-1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1943-06-22.gif
135|007|-1943|11|17|10|40|46|61.6|-94.1|P|0.6919|-48758|-8|45075|-t|1.1685|0|237|||Nov 17, 1944 BC|-1999|-1900|-1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1943-11-17.gif
136|007|-1943|12|16|9|18|48|-63.7|-98.4|P|0.0512|-48757|30|45073|t-|-1.5092|0|149|||Dec 16, 1944 BC|-1999|-1900|-1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1943-12-16.gif
137|007|-1942|5|13|8|59|51|-54.8|-81.5|A|0.9462|-48752|-3|45063|-t|-0.9784|11|313|4.567|978|May 13, 1943 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1942-05-13.gif
138|007|-1942|11|7|1|29|55|17.4|-2.2|H3|1.0143|-48746|2|45052|-p|0.5284|58|208|1.283|57|Nov 07, 1943 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1942-11-07.gif
139|007|-1941|5|2|1|57|20|0.5|161.9|Hm|1.0021|-48740|7|45040|nn|-0.1717|80|333|0.2|7|May 02, 1942 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1941-05-02.gif
140|007|-1941|10|27|11|21|18|-15.5|-169.1|A|0.9623|-48734|12|45028|nn|-0.1649|80|29|3.817|138|Oct 27, 1942 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1941-10-27.gif
141|008|-1940|4|21|2|4|36|36.8|-44.7|T|1.0524|-48728|17|45017|p-|0.5983|53|143|3.933|213|Apr 21, 1941 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1940-04-21.gif
142|008|-1940|10|15|1|56|25|-52.3|112.2|A|0.9156|-48722|22|45005|p-|-0.8816|28|53|7.283|662|Oct 15, 1941 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1940-10-15.gif
143|008|-1939|3|12|11|31|58|-61|-53.1|P|0.6133|-48717|-11|44996|-t|-1.2114|0|249|||Mar 12, 1940 BC|-1999|-1900|-1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1939-03-12.gif
144|008|-1939|4|10|6|42|36|60.6|-4.1|P|0.4259|-48716|27|44994|t-|1.3086|0|87|||Apr 10, 1940 BC|-1999|-1900|-1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1939-04-10.gif
145|008|-1939|9|4|7|47|20|61.4|-172.6|P|0.2384|-48711|-6|44984|-t|1.4230|0|299|||Sep 04, 1940 BC|-1999|-1900|-1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1939-09-04.gif
146|008|-1939|10|4|1|0|58|-60.5|85.4|P|0.0367|-48710|32|44982|t-|-1.5481|0|86|||Oct 04, 1940 BC|-1999|-1900|-1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1939-10-04.gif
147|008|-1938|3|2|2|5|12|-41|-2.1|T|1.0169|-48705|-1|44972|-p|-0.5156|59|327|1.35|67|Mar 02, 1939 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1938-03-02.gif
148|008|-1938|8|25|3|9|40|52.6|-15|H|1.0050|-48699|4|44961|-p|0.6444|50|217|0.383|22|Aug 25, 1939 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1938-08-25.gif
149|008|-1937|2|19|10|9|18|-4.4|-145.3|A|0.9613|-48693|9|44949|nn|0.2352|76|158|4.483|144|Feb 19, 1938 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1937-02-19.gif
150|008|-1937|8|14|5|9|41|14.8|108.7|T|1.0574|-48687|14|44937|n-|-0.0934|85|19|5.083|190|Aug 14, 1938 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1937-08-14.gif
151|008|-1936|2|8|11|24|38|53.9|167.7|An|0.9202|-48681|19|44926|t-|0.9793|11|148|7.633|-|Feb 08, 1937 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1936-02-08.gif
152|008|-1936|8|3|9|46|19|-29.8|-153.4|T|1.0548|-48675|24|44914|p-|-0.8011|37|17|4.667|300|Aug 03, 1937 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1936-08-03.gif
153|008|-1936|12|28|8|2|32|-66.2|-117.4|P|0.5216|-48670|-9|44905|-t|-1.2579|0|185|||Dec 28, 1937 BC|-1999|-1900|-1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1936-12-28.gif
154|008|-1935|6|24|1|43|1|67.0|-18|P|0.8073|-48664|-4|44893|-t|1.0997|0|3|||Jun 24, 1936 BC|-1999|-1900|-1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1935-06-24.gif
155|008|-1935|12|18|5|41|1|-53.2|-80.5|H2|1.0150|-48658|1|44881|-p|-0.5070|59|4|1.183|60|Dec 18, 1936 BC|-1999|-1900|-1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1935-12-18.gif
156|008|-1934|6|13|6|42|52|42.5|81.0|A|0.9558|-48652|6|44870|-p|0.3594|69|173|4.733|173|Jun 13, 1935 BC|-1999|-1900|-1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-1999--1900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-1999--1900/-1934-06-13.gif
