catalog_number|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_umbral|lunation_number|saros_number|delta_Ts|QSE|gamma|magnitude_penumbral|duration_penumbral|duration_parial|duration_total|year_BC|upper|lower|my_50|intensity_category|page|gif
2904|-791|7|20|2|59|7|-23|-134|P|0.1513|-34514|55|21689|a-|-0.9447|1.0973|4.183|1.383||Jul 20, 792 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0791-07-20P.gif
2905|-791|12|15|3|1|46|22|45|N|-0.4345|-34509|22|21682|-t|-1.2285|0.6426|3.817|||Dec 15, 792 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0791-12-15N.gif
2906|-790|6|10|10|26|2|-21|112|P|0.2564|-34503|27|21674|-a|0.8754|1.2469|4.65|1.867||Jun 10, 791 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0790-06-10P.gif
2907|-790|12|4|9|52|19|21|-59|P|0.9532|-34497|32|21666|-p|-0.4875|1.9738|5.383|3.183||Dec 4, 791 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0790-12-04P.gif
2908|-789|5|31|6|24|46|-20|-8|T+|1.6216|-34491|37|21658|pp|0.1171|2.6651|6.017|3.817|1.683|May 31, 790 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0789-05-31T.gif
2909|-789|11|23|11|9|9|19|101|T+|1.4931|-34485|42|21650|p-|0.2048|2.471|5.317|3.45|1.467|Nov 23, 790 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0789-11-23T.gif
2910|-788|5|19|8|4|41|-18|-33|P|0.6145|-34479|47|21642|t-|-0.6591|1.6832|5.667|2.933||May 19, 789 BC|-0799|-0700|-800|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0788-05-19P.gif
2911|-788|11|12|2|47|39|17|-135|P|0.2814|-34473|52|21634|a-|0.8653|1.2587|4.45|1.85||Nov 12, 789 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0788-11-12P.gif
2912|-787|4|8|9|14|15|-3|133|N|-0.6336|-34468|19|21627|-t|1.3513|0.3907|2.95|||Apr 8, 788 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0787-04-08N.gif
2913|-787|5|8|9|39|44|-16|-57|N|-0.723|-34467|57|21626|t-|-1.3943|0.3225|2.783|||May 8, 788 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0787-05-08N.gif
2914|-787|10|3|2|18|1|0|-125|N|-0.4165|-34462|24|21619|-a|-1.2276|0.6275|3.65|||Oct 3, 788 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0787-10-03N.gif
2915|-786|3|29|8|21|37|1|-33|P|0.8704|-34456|29|21611|-a|0.5454|1.8435|5.117|3.033||Mar 29, 787 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0786-03-29P.gif
2916|-786|9|22|5|46|8|-4|-177|P|0.7908|-34450|34|21603|-t|-0.5577|1.8791|5.833|3.217||Sep 22, 787 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0786-09-22P.gif
2917|-785|3|19|12|22|21|4|87|T-|1.532|-34444|39|21595|p-|-0.1914|2.4811|5.25|3.45|1.5|Mar 19, 786 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0785-03-19T.gif
2918|-785|9|11|5|16|40|-8|-169|T+|1.5449|-34438|44|21587|pp|0.147|2.6322|6.217|3.867|1.65|Sep 11, 786 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0785-09-11T.gif
2919|-784|3|7|4|45|43|7|-158|P|0.1902|-34432|49|21579|a-|-0.9172|1.1596|4.367|1.567||Mar 7, 785 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0784-03-07P.gif
2920|-784|8|30|8|23|51|-11|144|P|0.2678|-34426|54|21571|h-|0.8558|1.3079|4.95|1.95||Aug 30, 785 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0784-08-30P.gif
2921|-783|1|26|2|54|40|22|-129|N|-0.2045|-34421|21|21564|-h|1.1073|0.8575|4.283|||Jan 26, 784 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0783-01-26N.gif
2922|-783|7|21|10|13|29|-23|117|N|-0.0851|-34415|26|21556|-a|-1.0711|0.8699|3.85|||Jul 21, 784 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0783-07-21N.gif
2923|-783|8|20|6|56|22|-14|-14|N|-0.9159|-34414|64|21554|a-|1.5166|0.066|1.167|||Aug 20, 784 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0783-08-20N.gif
2924|-782|1|15|4|7|18|23|-149|T|1.0217|-34409|31|21548|-t|0.429|2.1207|6.067|3.517|0.4|Jan 15, 783 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0782-01-15T.gif
2925|-782|7|11|3|12|49|-24|-139|T|1.2502|-34403|36|21540|-p|-0.3455|2.1973|5.167|3.317|1.15|Jul 11, 783 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0782-07-11T.gif
2926|-781|1|4|3|46|30|23|-145|T-|1.3302|-34397|41|21532|p-|-0.2648|2.4147|6.083|3.717|1.383|Jan 4, 782 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0781-01-04T.gif
2927|-781|7|1|6|32|38|-23|-10|T|1.1221|-34391|46|21524|p-|0.4061|2.1033|5.367|3.333|0.867|Jul 1, 782 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0781-07-01T.gif
2928|-781|12|24|9|0|21|23|135|P|0.116|-34385|51|21516|a-|-0.9406|1.1484|4.6|1.283||Dec 24, 782 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0781-12-24P.gif
2929|-780|5|21|2|57|48|-20|43|Ne|-1.0152|-34380|18|21509|-t|-1.5509|0.0399|1.017|||May 21, 781 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0780-05-21N.gif
2930|-780|6|19|4|0|40|-22|-152|N|-0.4|-34379|56|21508|t-|1.2213|0.6343|3.733|||Jun 19, 781 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0780-06-19N.gif
2931|-780|11|13|10|10|51|18|114|N|-0.2119|-34374|23|21501|-a|1.1354|0.7607|3.617|||Nov 13, 781 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0780-11-13N.gif
2932|-780|12|13|9|8|42|21|-48|N|-0.9836|-34373|61|21499|a-|-1.5529|0.0004|0.083|||Dec 13, 781 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0780-12-13N.gif
2933|-779|5|10|3|49|5|-16|30|P|0.33|-34368|28|21493|-t|-0.8145|1.3972|5.333|2.25||May 10, 780 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0779-05-10P.gif
2934|-779|11|3|1|39|43|13|-118|P|0.9676|-34362|33|21485|-a|0.4892|1.9528|5.15|3.1||Nov 3, 780 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0779-11-03P.gif
2935|-778|4|29|6|40|16|-12|-12|T-|1.7868|-34356|38|21477|pp|-0.0299|2.8195|5.95|3.8|1.733|Apr 29, 779 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0778-04-29T.gif
2936|-778|10|24|1|33|16|9|64|T-|1.4716|-34350|43|21469|p-|-0.2013|2.506|5.733|3.617|1.517|Oct 24, 779 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0778-10-24T.gif
2937|-777|4|18|4|27|38|-7|-157|P|0.5292|-34344|48|21461|a-|0.7297|1.5088|4.883|2.533||Apr 18, 778 BC|-0799|-0700|-800|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0777-04-18P.gif
2938|-777|10|13|6|26|36|4|-9|P|0.102|-34338|53|21453|t-|-0.9338|1.1877|4.983|1.267||Oct 13, 778 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0777-10-13P.gif
2939|-776|3|9|12|23|47|7|87|N|-0.1591|-34333|20|21446|-a|-1.1122|0.7929|3.667|||Mar 9, 777 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0776-03-09N.gif
2940|-776|4|7|7|56|37|-2|-28|N|-0.7199|-34332|58|21445|a-|1.4192|0.227|2.067|||Apr 7, 777 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0776-04-07N.gif
2941|-776|9|1|12|32|43|-10|-99|N|-0.6501|-34327|25|21438|-t|1.3465|0.4252|3.217|||Sep 1, 777 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0776-09-01N.gif
2942|-775|2|26|3|57|59|11|-146|T|1.0864|-34321|30|21430|-a|-0.4247|2.0709|5.3|3.267|0.717|Feb 26, 776 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0775-02-26T.gif
2943|-775|8|21|5|45|10|-15|-177|P|0.7998|-34315|35|21422|-h|0.5711|1.8205|5.367|3.067||Aug 21, 776 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0775-08-21P.gif
2944|-774|2|16|2|9|11|15|62|T|1.2578|-34309|40|21414|p-|0.3154|2.301|5.8|3.583|1.233|Feb 16, 775 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0774-02-16T.gif
2945|-774|8|11|6|14|12|-18|-4|T-|1.5399|-34303|45|21406|p-|-0.1822|2.5072|5.367|3.5|1.533|Aug 11, 775 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0774-08-11T.gif
2946|-773|2|5|4|56|20|19|20|N|-0.1352|-34297|50|21398|t-|1.0621|0.954|4.633|||Feb 5, 774 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0773-02-05N.gif
2947|-773|7|31|10|44|28|-22|109|P|0.2527|-34291|55|21390|a-|-0.8886|1.2015|4.317|1.75||Jul 31, 774 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0773-07-31P.gif
2948|-773|12|26|11|12|4|23|-78|N|-0.4381|-34286|22|21383|-t|-1.2316|0.6347|3.783|||Dec 26, 774 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0773-12-26N.gif
2949|-772|6|21|5|28|20|-23|6|P|0.1081|-34280|27|21375|-a|0.955|1.1032|4.467|1.233||Jun 21, 773 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0772-06-21P.gif
2950|-772|12|14|6|29|45|23|171|P|0.9559|-34274|32|21367|-p|-0.4871|1.9727|5.367|3.183||Dec 14, 773 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0772-12-14P.gif
2951|-771|6|10|12|56|32|-22|-107|T+|1.4619|-34268|37|21359|pp|0.2031|2.5089|6.017|3.783|1.567|Jun 10, 772 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0771-06-10T.gif
2952|-771|12|4|8|1|46|22|-33|T+|1.4948|-34262|42|21351|p-|0.2043|2.4712|5.3|3.45|1.467|Dec 4, 772 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0771-12-04T.gif
2953|-770|5|30|2|21|44|-21|-129|P|0.7788|-34256|47|21343|t-|-0.5696|1.8473|5.817|3.217||May 30, 771 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0770-05-30P.gif
2954|-770|11|23|11|39|56|20|91|P|0.2784|-34250|52|21335|a-|0.8665|1.2574|4.45|1.85||Nov 23, 771 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0770-11-23P.gif
2955|-769|4|20|4|12|50|-7|26|N|-0.7509|-34245|19|21328|-t|1.4167|0.2678|2.45|||Apr 20, 770 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0769-04-20N.gif
2956|-769|5|19|4|13|44|-19|-157|N|-0.5643|-34244|57|21327|t-|-1.3088|0.4775|3.317|||May 19, 770 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0769-05-19N.gif
2957|-769|10|14|10|26|25|4|111|N|-0.4524|-34239|24|21320|-a|-1.2456|0.5974|3.6|||Oct 14, 770 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0769-10-14N.gif
2958|-768|4|8|3|51|27|-4|-148|P|0.7613|-34233|29|21312|-a|0.6063|1.7292|5.017|2.883||Apr 8, 769 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0768-04-08P.gif
2959|-768|10|3|1|25|14|0|66|P|0.7415|-34227|34|21304|-t|-0.5833|1.8345|5.817|3.15||Oct 3, 769 BC|-0799|-0700|-800|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0768-10-03P.gif
2960|-767|3|29|8|8|40|0|-32|T-|1.6379|-34221|39|21296|p-|-0.1344|2.5843|5.267|3.483|1.583|Mar 29, 768 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0767-03-29T.gif
2961|-767|9|22|12|46|46|-4|76|T+|1.6041|-34215|44|21288|pp|0.1142|2.6934|6.217|3.867|1.683|Sep 22, 768 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0767-09-22T.gif
2962|-766|3|19|12|33|42|3|83|P|0.2778|-34209|49|21280|a-|-0.8695|1.2467|4.483|1.867||Mar 19, 767 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0766-03-19P.gif
2963|-766|9|11|4|7|19|-7|26|P|0.3381|-34203|54|21272|a-|0.8174|1.3783|5.017|2.167||Sep 11, 767 BC|-0799|-0700|-800|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0766-09-11P.gif
2964|-765|2|6|10|39|14|19|114|N|-0.2624|-34198|21|21266|-t|1.1389|0.7993|4.167|||Feb 6, 766 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0765-02-06N.gif
2965|-765|8|2|5|57|11|-21|0|N|-0.1833|-34192|26|21258|-a|-1.1244|0.7725|3.667|||Aug 2, 766 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0765-08-02N.gif
2966|-765|8|31|2|54|41|-11|-135|N|-0.8377|-34191|64|21256|a-|1.4739|0.1445|1.717|||Aug 31, 766 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0765-08-31N.gif
2967|-764|1|26|11|43|50|21|97|P|0.9771|-34186|31|21250|-t|0.454|2.0735|6.033|3.483||Jan 26, 765 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0764-01-26P.gif
2968|-764|7|21|10|50|21|-23|106|T|1.1331|-34180|36|21242|-a|-0.4084|2.0835|5.117|3.233|0.867|Jul 21, 765 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0764-07-21T.gif
2969|-763|1|14|11|39|44|22|97|T-|1.3638|-34174|41|21234|p-|-0.2478|2.4434|6.067|3.733|1.433|Jan 14, 764 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0763-01-14T.gif
2970|-763|7|11|1|49|12|-23|-119|T|1.2434|-34168|46|21226|p-|0.3386|2.2298|5.45|3.433|1.167|Jul 11, 764 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0763-07-11T.gif
2971|-762|1|4|5|23|14|23|10|P|0.1388|-34162|51|21218|a-|-0.9295|1.1661|4.617|1.4||Jan 4, 763 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0762-01-04P.gif
2972|-762|6|30|10|44|30|-23|106|N|-0.2679|-34156|56|21210|t-|1.1479|0.7713|4.083|||Jun 30, 763 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0762-06-30N.gif
2973|-762|11|25|7|4|43|21|-20|N|-0.2108|-34151|23|21203|-a|1.1349|0.7615|3.617|||Nov 25, 763 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0762-11-25N.gif
2974|-762|12|24|5|54|45|22|-180|N|-0.971|-34150|61|21202|a-|-1.5469|0.0099|0.45|||Dec 24, 763 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0762-12-24N.gif
2975|-761|5|21|10|8|26|-19|-66|P|0.1721|-34145|28|21195|-t|-0.901|1.2377|5.1|1.65||May 21, 762 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0761-05-21P.gif
2976|-761|11|14|10|27|21|17|109|P|0.9629|-34139|33|21187|-a|0.491|1.9509|5.15|3.1||Nov 14, 762 BC|-0799|-0700|-800|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0761-11-14P.gif
2977|-760|5|9|1|23|29|-15|-114|T-|1.6409|-34133|38|21179|pp|-0.1107|2.669|5.9|3.767|1.683|May 9, 761 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0760-05-09T.gif
2978|-760|11|3|9|59|25|13|-64|T-|1.4749|-34127|43|21171|p-|-0.1982|2.514|5.75|3.633|1.517|Nov 3, 761 BC|-0799|-0700|-800| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0760-11-03T.gif
2979|-759|4|28|11|41|43|-11|92|P|0.6669|-34121|48|21163|a-|0.6559|1.6418|5|2.767||Apr 28, 760 BC|-0799|-0700|-800|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0759-04-28P.gif
2980|-759|10|23|2|24|26|8|-130|P|0.1168|-34115|53|21155|t-|-0.9246|1.2068|5.033|1.367||Oct 23, 760 BC|-0799|-0700|-800|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0759-10-23P.gif
2981|-758|3|20|8|17|6|2|-34|N|-0.2495|-34110|20|21149|-a|-1.1621|0.7003|3.483|||Mar 20, 759 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0758-03-20N.gif
2982|-758|4|18|3|31|17|-6|-144|N|-0.6018|-34109|58|21147|a-|1.3556|0.3423|2.517|||Apr 18, 759 BC|-0799|-0700|-800| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE-0799--0700.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/-0799--0700/LE-0758-04-18N.gif
